cluster	status	loglr	df	p	p.adjust	genes
chr10:clu_8605_+	Success	0.424629136605859	1	0.35676225337338	0.575604933675307	PCGF5
chr10:clu_8606_+	Success	3.00976752503982	2	0.0493031391735971	0.204708323035556	PCGF5
chr10:clu_8607_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MARCHF5
chr10:clu_8608_+	Not enough valid samples	NA	NA	NA	NA	CEP55
chr10:clu_8609_+	Success	0.0535966126092831	1	0.743362519326857	0.848085204528431	HELLS
chr10:clu_8610_+	Success	5.96032248208752	2	0.00257908013076299	0.0386043163364383	CCNJ
chr10:clu_8611_+	Not enough valid samples	NA	NA	NA	NA	LCOR
chr10:clu_8612_+	Success	0.0147113410031636	1	0.863806720013392	0.923330336331845	PGAM1
chr10:clu_8613_+	Success	0.769066603876695	1	0.214895887453696	0.452382758124512	PGAM1
chr10:clu_8614_+	Success	0.963615287228436	2	0.381511117464622	0.596380245698083	ZDHHC16
chr10:clu_8615_+	Success	2.63803206036937	5	0.383126077208162	0.597838536868468	ZDHHC16
chr10:clu_8616_+	Success	0.0747762553633606	1	0.698963362319802	0.820393437977056	ZDHHC16
chr10:clu_8617_+	Success	0.641609006007684	1	0.257301556770688	0.4939680381964	ZDHHC16
chr10:clu_8618_+	Success	1.52453832240644	2	0.217721550827194	0.454895814183955	HOGA1,ENSG00000249967
chr10:clu_8619_+	Not enough valid samples	NA	NA	NA	NA	HOGA1,ENSG00000249967
chr10:clu_8620_+	Success	0.156827596884341	1	0.575445826065053	0.73581473011088	ZFYVE27
chr10:clu_8621_+	Not enough valid samples	NA	NA	NA	NA	ZFYVE27
chr10:clu_8622_+	Success	1.05848452987345	2	0.346981251805648	0.570094462848667	CUTC
chr10:clu_8623_+	Success	7.0084503625867	4	0.00724131048266689	0.0701343707586968	ABCC2
chr10:clu_8624_+	Success	0.725796599759718	1	0.228272482140805	0.467787299588904	ABCC2
chr10:clu_8625_+	Success	0.222819526267244	1	0.504413207237662	0.687624978044057	ABCC2
chr10:clu_8626_+	Success	1.76141436992248	1	0.0605290573222738	0.230762568124044	ABCC2
chr10:clu_8627_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCD
chr10:clu_8628_+	Success	0.0752982120429806	2	0.927466863296343	0.96079182807133	SCD
chr10:clu_8629_+	Not enough valid samples	NA	NA	NA	NA	OLMALINC
chr10:clu_8630_+	Not enough valid samples	NA	NA	NA	NA	OLMALINC
chr10:clu_8631_+	Not enough valid samples	NA	NA	NA	NA	SLF2
chr10:clu_8632_+	Success	0.69228846127055	1	0.239323066814341	0.477218661613542	SEMA4G
chr10:clu_8633_+	Success	1.32724075598844	1	0.103258420988586	0.307933064129295	SEMA4G
chr10:clu_8634_+	Success	0.443447136605357	1	0.346320320340433	0.569555600398065	TWNK
chr10:clu_8635_+	Success	0.673427716325762	1	0.245828607470507	0.484313828373617	TWNK
chr10:clu_8636_+	Success	0.775390004573637	1	0.213020327341957	0.449745660622881	LZTS2
chr10:clu_8637_+	Not enough valid samples	NA	NA	NA	NA	KAZALD1
chr10:clu_8638_+	Success	0.551475575988945	2	0.576099104888117	0.736155119539261	BTRC
chr10:clu_8639_+	Success	0.667903999307185	1	0.247774591182728	0.485806022795436	DPCD
chr10:clu_8640_+	Success	6.3958719955649	2	0.00166843036528409	0.0295711743901815	PPRC1
chr10:clu_8641_+	Success	0.581422265377341	2	0.5591026085275	0.726413801886105	PPRC1
chr10:clu_8642_+	Success	0.122872185829152	1	0.620087666149296	0.767980317235236	PPRC1
chr10:clu_8643_+	Success	2.53561761969104	1	0.0243260432123075	0.138959025679264	NOLC1
chr10:clu_8644_+	Success	0.00534617816924765	1	0.917642456118864	0.954257600780048	NOLC1
chr10:clu_8645_+	Success	2.82234738222809	2	0.0594661888703471	0.228236223712595	NOLC1
chr10:clu_8646_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOLC1
chr10:clu_8647_+	Not enough valid samples	NA	NA	NA	NA	GBF1
chr10:clu_8648_+	Success	0.00195743693655004	1	0.950109752915875	0.973850351979953	GBF1
chr10:clu_8649_+	Success	3.7152412435295	1	0.00641281454025199	0.0651018188143906	NFKB2
chr10:clu_8650_+	Success	1.0932796113579	1	0.139220012098924	0.361085611904512	NFKB2
chr10:clu_8651_+	Success	1.69237384102422	1	0.065802249936192	0.23920240462369	SUFU
chr10:clu_8652_+	Success	3.93345293119381	1	0.00503477311747759	0.057493669462833	SUFU
chr10:clu_8653_+	Success	1.3585098420433	2	0.257043527160811	0.493801261230187	TRIM8
chr10:clu_8654_+	Success	1.11237718480126	1	0.135814255172358	0.355542760538177	TRIM8
chr10:clu_8655_+	Not enough valid samples	NA	NA	NA	NA	BORCS7-ASMT,AS3MT
chr10:clu_8656_+	Success	0.397247327011542	2	0.6721677598292	0.803029388892841	BORCS7-ASMT,AS3MT
chr10:clu_8657_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CNNM2
chr10:clu_8658_+	Success	3.18141562919277	2	0.0415268269030789	0.187431371892621	CNNM2
chr10:clu_8659_+	Success	0.0526480279448549	1	0.745564414121399	0.849201383767679	PDCD11
chr10:clu_8660_+	Success	1.84357345266872	2	0.158250912359635	0.386264500334003	SLK
chr10:clu_8661_+	Success	1.99905192100618	1	0.0455514819417504	0.19686181373049	GSTO1
chr10:clu_8662_+	Success	7.14772473593621	10	0.159936754497651	0.388520880695247	GSTO1
chr10:clu_8663_+	Success	2.99597754391289	4	0.199749878462542	0.435087636866848	GSTO1
chr10:clu_8664_+	Not enough valid samples	NA	NA	NA	NA	ADD3
chr10:clu_8665_+	Success	0.607845130861733	2	0.544522981514426	0.716284066500992	SMC3
chr10:clu_8666_+	Success	1.14868504121571	1	0.129593258846033	0.346658758314901	PDCD4
chr10:clu_8667_+	Success	0.56372250628516	1	0.288320979155037	0.523165242917479	ACSL5
chr10:clu_8668_+	Success	0.0749943198256915	2	0.927748756088235	0.96079182807133	VTI1A
chr10:clu_8669_+	Success	4.26783040736166	6	0.201424929214841	0.437392775747151	TCF7L2
chr10:clu_8670_+	Not enough valid samples	NA	NA	NA	NA	CASP7
chr10:clu_8671_+	Success	3.31730393010821	2	0.036250433827126	0.174070310031692	DENND10
chr10:clu_8672_+	Success	5.9275291960148e-05	1	0.991312729805668	0.996245145171137	DENND10
chr10:clu_8673_+	Success	0.0146498416395389	1	0.864088914454322	0.923426921376829	BAG3
chr10:clu_8674_+	Success	0.528996102366804	1	0.303673563549799	0.535196364045682	SEC23IP
chr10:clu_8675_+	Success	0.0659084437395734	1	0.716555616038459	0.831573573008175	SEC23IP
chr10:clu_8676_+	Success	1.41775290558024	1	0.0922017653751776	0.291555763135339	SEC23IP
chr10:clu_8677_+	Not enough valid samples	NA	NA	NA	NA	TACC2
chr10:clu_8678_+	Success	2.53756446073521	2	0.0790587161059402	0.267343652824238	PLEKHA1
chr10:clu_8679_+	Success	1.7300584961871	3	0.325971771498133	0.552467880511081	PLEKHA1
chr10:clu_8680_+	Not enough valid samples	NA	NA	NA	NA	PSTK
chr10:clu_8681_+	Not enough valid samples	NA	NA	NA	NA	PSTK
chr10:clu_8682_+	Success	0.0130983143788512	1	0.871421043204201	0.928090816212534	BUB3
chr10:clu_8683_+	Success	5.25280817873704	1	0.00119012254403734	0.0240881796752443	BUB3
chr10:clu_8684_+	Success	2.12561306051907	2	0.119359771068648	0.331085078758332	LHPP
chr10:clu_8685_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCCIP
chr10:clu_8686_+	Success	4.1452008964302	2	0.0158402533812906	0.109693754665438	BCCIP
chr10:clu_8687_+	Success	5.86600320883531	2	0.00283417834605271	0.0409787814225494	BCCIP
chr10:clu_8688_+	Not enough valid samples	NA	NA	NA	NA	DOCK1
chr10:clu_8689_+	Not enough valid samples	NA	NA	NA	NA	DOCK1
chr10:clu_8690_+	Success	2.26750418192069	3	0.209188797180308	0.445895665490538	MGMT
chr10:clu_8691_+	Success	6.67607016083093	2	0.00126072268763038	0.0250559154484345	GLRX3
chr10:clu_8692_+	Success	5.00584488931599	2	0.00669867931408592	0.0668833119980051	GLRX3
chr10:clu_8693_+	Success	5.00280192562423	5	0.0750766191378719	0.259676249781885	PPP2R2D
chr10:clu_8694_+	Not enough valid samples	NA	NA	NA	NA	DPYSL4
chr10:clu_8695_+	Success	0.410107497663887	2	0.663578913119142	0.797001680214331	ZNF511,ZNF511-PRAP1
chr10:clu_8696_+	Success	0.963870991915201	1	0.165005695049949	0.394995114446729	ZNF511,ZNF511-PRAP1
chr10:clu_8697_+	Success	0.360872367381774	1	0.395572200220787	0.607007356938989	ZNF511-PRAP1,PRAP1
chr10:clu_8698_+	Success	1.99108442287979	3	0.263396021024376	0.500710671339475	ZNF511-PRAP1,PRAP1
chr10:clu_8699_+	Success	1.30567817847577	1	0.106100979117261	0.312090106960512	ZNF511-PRAP1,PRAP1
chr11:clu_10925_+	Success	3.61222638448567	2	0.0269916860495835	0.1480115363409	RIC8A
chr11:clu_10926_+	Success	0.356513727271363	1	0.398440598745679	0.609671970460758	RIC8A
chr11:clu_10927_+	Success	2.45461180650463	1	0.0267136459603193	0.146902324211739	RIC8A
chr11:clu_10928_+	Success	0.0804549365772687	1	0.688320196715701	0.812326756805688	RIC8A
chr11:clu_10929_+	Success	3.15877545490184	4	0.176655320674422	0.407760109212141	PSMD13
chr11:clu_10930_+	Success	1.40666479263928	4	0.589533986786542	0.746485896572933	PSMD13
chr11:clu_10931_+	Success	2.9524321706931	3	0.116331642872368	0.326152480522733	IFITM2,ENSG00000288681,IFITM1
chr11:clu_10932_+	Success	1.47680462142233	1	0.0856859974299517	0.279423392224481	B4GALNT4
chr11:clu_10933_+	Success	0.531767195767202	2	0.587565708027247	0.744731277202793	B4GALNT4
chr11:clu_10934_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PKP3
chr11:clu_10935_+	Success	0.761052069757852	1	0.217301351713557	0.454614023516044	PTDSS2
chr11:clu_10936_+	Success	0.300221842443761	1	0.438408790257671	0.638790936399428	PTDSS2
chr11:clu_10937_+	Success	0.774664644620088	3	0.670932832972152	0.802056707211241	RASSF7
chr11:clu_10938_+	Success	2.52303183590845	3	0.168455044017006	0.399038316494246	RASSF7
chr11:clu_10939_+	Success	0.644080892857346	2	0.525144984870859	0.701955139710875	PHRF1
chr11:clu_10940_+	Success	0.389200381605164	1	0.377630689888482	0.592731933442678	PHRF1
chr11:clu_10941_+	Success	4.29604310746481	4	0.0721445777363147	0.2536238797532	EPS8L2
chr11:clu_10942_+	Success	0.896731054918178	2	0.407900888301295	0.617038401011243	EPS8L2
chr11:clu_10943_+	Success	4.8832933945944	1	0.00177712067669806	0.0307115596445413	EPS8L2
chr11:clu_10944_+	Success	3.38952868722299	5	0.237597459536005	0.476324931803468	TALDO1
chr11:clu_10945_+	Success	3.90781679016072e-07	1	0.999294621691958	1	TALDO1
chr11:clu_10946_+	Success	2.21238901495235	3	0.219098856624294	0.456040383708562	RPLP2
chr11:clu_10947_+	Success	0.0283655307894151	1	0.811739291885529	0.891763448705973	RPLP2
chr11:clu_10948_+	Success	1.59945873246511	2	0.202005827605456	0.4381312077483	PNPLA2
chr11:clu_10949_+	Success	1.66343075736904	2	0.189487777092882	0.421853852531895	PNPLA2
chr11:clu_10950_+	Success	5.28465821687678	3	0.0142979814027506	0.103369820805121	CRACR2B
chr11:clu_10951_+	Success	1.89015686069251	7	0.80470476336774	0.886345453402663	CD151
chr11:clu_10952_+	Success	0.00185696298882476	1	0.951405409483051	0.973850351979953	CD151
chr11:clu_10953_+	Success	1.3550873102995	1	0.0997100764295278	0.302752643590439	CD151
chr11:clu_10954_+	Success	7.39901075471789	10	0.139600979222719	0.361597386823785	TSPAN4
chr11:clu_10955_+	Success	0.867421631329762	1	0.187793548130993	0.420766916831518	AP2A2
chr11:clu_10956_+	Success	0.178634146341182	1	0.550027283807862	0.720349022926008	TNNI2
chr11:clu_10957_+	Success	2.18172871394879	1	0.0367177125237553	0.175445156686943	MRPL23
chr11:clu_10958_+	Success	0.204825783345598	1	0.522146409320467	0.699876875205575	MRPL23
chr11:clu_10959_+	Success	0.0182997604929369	1	0.848282716916878	0.915040055886064	MRPL23
chr11:clu_10960_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr11:clu_10961_+	Success	0.479835009343333	1	0.327270030345341	0.552910993517938	TSSC4
chr11:clu_10962_+	Success	0.196005344625917	2	0.822007841342034	0.89960419151025	SLC22A18
chr11:clu_10963_+	Success	3.28912570057309	6	0.361615015732816	0.580151841391636	PGAP2
chr11:clu_10964_+	Not enough valid samples	NA	NA	NA	NA	PGAP2
chr11:clu_10965_+	Success	3.21011914378801	4	0.169885908058579	0.40025367645879	ILK
chr11:clu_10966_+	Success	0.0675671064091148	2	0.934664996499816	0.964407954562123	ILK
chr11:clu_10967_+	Success	0.260252514519294	1	0.470626330470181	0.662897322956327	ILK
chr11:clu_10968_+	Success	0.480420854628733	1	0.326974900829972	0.552846470796404	EIF3F
chr11:clu_10969_+	Success	2.10980219393059	1	0.0399594764317122	0.184041389076223	RPL27A
chr11:clu_10970_+	Success	1.60841745826633	1	0.072884430335643	0.254727668386467	RPL27A
chr11:clu_10971_+	Success	0.0176365201609769	1	0.851024669289633	0.916640836436284	RPL27A
chr11:clu_10972_+	Success	0.890061292211158	2	0.410630583524581	0.61920769701298	AKIP1
chr11:clu_10973_+	Success	0.794346892277304	2	0.451876262446435	0.647502202119369	AKIP1
chr11:clu_10974_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF143
chr11:clu_10975_+	Not enough valid samples	NA	NA	NA	NA	SBF2-AS1
chr11:clu_10976_+	Success	2.272606494201	2	0.103043248121876	0.307605997736302	USP47
chr11:clu_10977_+	Success	3.24467083420313	5	0.261470496106435	0.498614567221063	C11orf58
chr11:clu_10978_+	Success	3.68850051127998	2	0.0250094753660465	0.14138009543663	NUCB2
chr11:clu_10979_+	Success	1.70021786949275	2	0.182643727221431	0.415274609618146	NUCB2
chr11:clu_10980_+	Success	2.82011994794857	2	0.0595987935271623	0.228564202233322	NUCB2
chr11:clu_10981_+	Success	0.531966962705809	1	0.302319659619553	0.533897911212188	GTF2H1
chr11:clu_10982_+	Success	1.76545384935889	4	0.473194349950323	0.66525800794205	LDHA
chr11:clu_10983_+	<=1 sample with coverage>0	NA	NA	NA	NA	LDHA
chr11:clu_10984_+	Not enough valid samples	NA	NA	NA	NA	ZDHHC13
chr11:clu_10985_+	Not enough valid samples	NA	NA	NA	NA	NAV2
chr11:clu_10986_+	Not enough valid samples	NA	NA	NA	NA	GAS2
chr11:clu_10987_+	Not enough valid samples	NA	NA	NA	NA	METTL15
chr11:clu_10988_+	Success	6.14798385654694	2	0.00213778751438121	0.0347201447388471	ARL14EP
chr11:clu_10989_+	Success	6.65413310511212	9	0.149146416256115	0.375187987961348	EIF3M
chr11:clu_10990_+	Success	0.0894157748347766	1	0.672379317074156	0.803094428857207	EIF3M
chr11:clu_10991_+	Success	2.20537774176461	1	0.035713021513967	0.172753973557425	NAT10
chr11:clu_10992_+	Success	0.257936295583931	3	0.915390688327559	0.952835808818518	IFTAP
chr11:clu_10993_+	Success	0.576105678648901	2	0.562083041881611	0.728528755486927	IFTAP
chr11:clu_10994_+	Success	2.41284543412422	1	0.0280386260997429	0.150851542750837	API5
chr11:clu_10995_+	Not enough valid samples	NA	NA	NA	NA	TTC17
chr11:clu_10996_+	Success	0.24206256588225	1	0.486559719099357	0.67526388465683	ENSG00000283341,HSD17B12
chr11:clu_10997_+	Success	1.36498585656216	2	0.255384287974338	0.492334593738557	HSD17B12,ENSG00000283341
chr11:clu_10998_+	Success	2.78953542244381	4	0.232866025023103	0.472773572785357	ALKBH3
chr11:clu_10999_+	Success	0.297742274882665	1	0.440306079762408	0.639803273875382	EXT2
chr11:clu_11000_+	Success	1.8586388886135	1	0.0538521012740225	0.215031351668718	SLC35C1
chr11:clu_11001_+	Success	0.285491140969498	1	0.449868847545439	0.646960806992389	LARGE2
chr11:clu_11002_+	Success	0.604250493435927	2	0.546483866426685	0.717519106853563	LARGE2
chr11:clu_11003_+	Success	0.079632809397765	1	0.689833545412802	0.813556687490879	DGKZ
chr11:clu_11004_+	Success	1.24063029293609	1	0.11520988100615	0.324545683387715	DGKZ
chr11:clu_11005_+	Success	3.51172712280709	2	0.0298453233590289	0.155732190509034	DGKZ
chr11:clu_11006_+	Success	1.20474869960071	4	0.660911612692569	0.795670940650001	MDK
chr11:clu_11007_+	Success	3.37212854530662	3	0.0805116566284725	0.270277185253823	MDK
chr11:clu_11008_+	Success	5.38715782797931	2	0.00457495769185533	0.0543556554197762	MDK
chr11:clu_11009_+	Success	1.66173435256542	6	0.767288738920877	0.863274337075553	ATG13
chr11:clu_11010_+	Success	0.0955423063001035	1	0.662015432904316	0.796011363265204	F2
chr11:clu_11011_+	Success	1.27609599215202	1	0.110141350592687	0.317760933395313	F2
chr11:clu_11012_+	Success	0.313457494423346	2	0.730915446325863	0.840795592326678	F2
chr11:clu_11013_+	Success	1.02104240393828	2	0.360219250431569	0.57839112834284	F2
chr11:clu_11014_+	Success	2.15400984632652	8	0.82831869271578	0.90374353775842	F2
chr11:clu_11015_+	Success	4.23022024729951	1	0.0036295394437464	0.0470468438926226	F2
chr11:clu_11016_+	Success	5.19700904394222	2	0.00553308892224334	0.0606138950295471	C11orf49
chr11:clu_11017_+	Success	2.45452511183612	4	0.29675745798145	0.530334295876527	DDB2
chr11:clu_11018_+	Success	1.25405733357161	3	0.473826366143114	0.665760379674998	NR1H3
chr11:clu_11019_+	Success	0.942849744786031	2	0.389516230368974	0.60242350951666	NR1H3
chr11:clu_11020_+	Success	1.17767173872971	2	0.307994997282514	0.539694289603952	NR1H3
chr11:clu_11021_+	Not enough valid samples	NA	NA	NA	NA	MADD
chr11:clu_11022_+	Success	2.15358239845548	1	0.037952163560746	0.17859483381779	MADD
chr11:clu_11023_+	Success	0.0905091158103914	2	0.913466006880082	0.952705846025824	MADD
chr11:clu_11024_+	Success	0.0468209774364823	2	0.954258216051831	0.97590014816693	MADD
chr11:clu_11025_+	Success	0.278067026468534	2	0.757246064283815	0.856451305789966	SLC39A13
chr11:clu_11026_+	Success	2.85660467543039	2	0.0574635367718777	0.223042429826335	PTPMT1,NDUFS3
chr11:clu_11027_+	Success	0.830380774339574	1	0.197500532456388	0.43172227287268	NDUFS3
chr11:clu_11028_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFS3
chr11:clu_11029_+	Success	0.804675805169609	3	0.657271268602545	0.793336874253686	TMX2,ENSG00000288534
chr11:clu_11030_+	Success	1.06130118793874	1	0.145139744620351	0.369907945345506	TMX2
chr11:clu_11031_+	Success	5.78310384605265	9	0.238883234690721	0.476774239192522	ENSG00000288534,ENSG00000254732,CTNND1
chr11:clu_11032_+	Success	0.311310919614698	2	0.732486096165787	0.841240656077449	ENSG00000288534,CTNND1
chr11:clu_11033_+	Success	1.74045364576739	1	0.0620806935659916	0.233012901324928	ENSG00000288534,CTNND1
chr11:clu_11034_+	Not enough valid samples	NA	NA	NA	NA	ZFP91,ZFP91-CNTF
chr11:clu_11035_+	Not enough valid samples	NA	NA	NA	NA	FAM111B
chr11:clu_11036_+	Success	0.285720002024391	2	0.751472997410319	0.851809974265526	STX3
chr11:clu_11037_+	Success	3.42787827838447	4	0.143710020968297	0.367520087915496	STX3
chr11:clu_11038_+	Success	1.16240355621818	1	0.12732600253403	0.342971327694951	TMEM132A
chr11:clu_11039_+	Success	1.45503471177346	2	0.233392262301204	0.472816993900027	TKFC
chr11:clu_11040_+	Success	2.06563072988334	1	0.0420979587021903	0.188867887333744	TKFC
chr11:clu_11041_+	Success	0.641321148884799	2	0.526596252219635	0.70341012197153	TKFC
chr11:clu_11042_+	Success	0.0778663804339885	2	0.925088028146402	0.959324893879492	TKFC
chr11:clu_11043_+	Success	0.914566880335883	2	0.400690135289795	0.61208503205575	TKFC
chr11:clu_11044_+	Success	2.20012595603075	1	0.0359336223253145	0.173304326336491	TMEM216
chr11:clu_11045_+	Success	1.03904813226526	1	0.149426438577087	0.375499678745169	TMEM216
chr11:clu_11046_+	Success	2.89690525892001	4	0.215084878692623	0.452382758124512	SDHAF2,ENSG00000256591
chr11:clu_11047_+	Not enough valid samples	NA	NA	NA	NA	DAGLA
chr11:clu_11048_+	Success	1.8768479050313	2	0.153071843103581	0.38013716251017	DAGLA
chr11:clu_11049_+	Success	1.27665080925101	4	0.635117416346437	0.777752096940597	MYRF
chr11:clu_11050_+	Not enough valid samples	NA	NA	NA	NA	MYRF
chr11:clu_11051_+	Success	0.707679706108479	2	0.492786280961428	0.679391077638904	FADS2
chr11:clu_11052_+	Success	0.23117490179942	2	0.793600651714154	0.879309522099282	INCENP
chr11:clu_11053_+	Success	0.0311807237525272	1	0.802801770288234	0.884953173728758	INCENP
chr11:clu_11054_+	Success	0.965632858500854	1	0.164620035599599	0.394738603559776	INCENP
chr11:clu_11055_+	Success	2.16015554777255	2	0.115307183867446	0.324545683387715	ASRGL1
chr11:clu_11056_+	Success	1.00177529909479	2	0.367226924510036	0.585184916687179	ASRGL1
chr11:clu_11057_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr11:clu_11058_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROM1
chr11:clu_11059_+	Success	0.97442559120384	2	0.377409078407258	0.592643507476249	UQCC3
chr11:clu_11060_+	Success	3.89140760730697	5	0.168618287571675	0.399207398780804	POLR2G
chr11:clu_11061_+	Success	0.640283429172428	1	0.257793664185962	0.494334126798083	TAF6L
chr11:clu_11062_+	Success	4.58547378754588	2	0.0101989165232388	0.0854186258743637	TMEM179B
chr11:clu_11063_+	Success	0.956542732440539	2	0.384218940069617	0.598490138813454	TMEM179B
chr11:clu_11064_+	Success	8.35318966257728	9	0.0535175677177749	0.214547760499621	SLC3A2
